Id,Domanda,Opzione corretta,Opzioni
269,"Le informazioni e i dati relativi alla programmazione di lavori, servizi e forniture, nonché alle procedure del ciclo di vita dei contratti pubblici , ai sensi dell'art. 28 comma 1 D.Lgs.36/2023, sono trasmessi tempestivamente:",b,"a) sull'aggiudicatario e sul concorrente che lo segue in graduatoria
 b) alla Banca dati nazionale dei contratti pubblici
 c) Si, devono essere pubblicati nella sezione ""Amministrazione trasparente""
 d) Sono soggette al Codice dei contratti pubblici, al fine di tutelare la concorrenza anche fra enti del terzo settore, ove il servizio sia prospetticamente svolto dall'affidatario in forma onerosa
 "
270,Le procedure alle quali ogni operatore economico può chiedere di partecipare e in cui possono presentare un'offerta soltanto gli operatori economici invitati dalle stazioni appaltanti sono denominate procedure:,c,"a) Procedure ristrette
 b) Procedura aperta
 c) ristrette
 d) Partenariato per l'innovazione - Dialogo competitivo
 "
271,Le procedure di affidamento alle quali ogni operatore economico puo' chiedere di partecipare e in cui possono presentare un'offerta soltanto gli operatori economici invitati dalle stazioni appaltanti si definiscono come...,d,"a) Partenariato per l'innovazione - Dialogo competitivo
 b) Procedura competitiva con negoziazione
 c) un atto formalmente necessario per la Stazione appaltante
 d) Procedure ristrette
 "
272,Le procedure di affidamento dei contratti pubblici devono aver luogo nel rispetto degli atti di programmazione delle stazioni appaltanti?,b,"a) Sì
 b) Si
 c) Si, devono essere pubblicati nella sezione ""Amministrazione trasparente""
 d) decretano o determinano di contrarre, individuando gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 "
273,Le procedure di affidamento dei contratti pubblici possono disattendere gli atti di programmazione delle stazioni appaltanti?,b,"a) decretano o determinano di contrarre, individuando gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 b) No, le procedure di affidamento devono aver luogo nel rispetto degli atti di programmazione
 c) pubblicano un avviso di indizione di gara precisando che si tratta di un sistema dinamico di acquisizione
 d) Entro cinque giorni dall'adozione del provvedimento
 "
274,"Le procedure di affidamento dei servizi sociali contemplate nel Codice del terzo settore (in particolare, accreditamento, co-progettazione e partenariato)...",c,"a) pubblicano un avviso di indizione di gara precisando che si tratta di un sistema dinamico di acquisizione
 b) Sì, nei limiti delle proprie competenze professionali, a condizione che sia in possesso del titolo di studio, della formazione e dell'esperienza professionale necessaria e che non intervengano cause ostative alla coincidenza delle figure indicate nelle citate Linee guida
 c) Sono soggette al Codice dei contratti pubblici, al fine di tutelare la concorrenza anche fra enti del terzo settore, ove il servizio sia prospetticamente svolto dall'affidatario in forma onerosa
 d) Partenariato per l'innovazione - Dialogo competitivo
 "
275,Le procedure negoziate sono:,c,"a) limitata e determinata nel bando di gara dall'amministrazione aggiudicatrice o dall'ente aggiudicatore in funzione dei lavori o servizi richiesti al concessionario
 b) Un elemento essenziale del contratto se previsto dalla legge a pena di nullita'
 c) le procedure in cui le stazioni appaltanti consultano gli operatori economici da loro scelti e negoziano con uno o più di essi le condizioni dell'appalto
 d) Prima dell'avvio delle procedure di affidamento dei contratti pubblici, le stazioni appaltanti, in conformita' ai propri ordinamenti, decretano o determinano di contrarre
 "
276,Le soglie comunitarie previste dal codice dei contratti sono al lordo o al netto degli oneri fiscali?,d,"a) No, il limite temporale è diversificato proprio in funzione della procedura
 b) Nelle procedure aperte tutti gli operatori economici possono partecipare alla gara, mentre in quelle ristrette la procedura di aggiudicazione si svolge tra operatori economici che sono già stati selezionati e invitati dall'Amministrazione aggiudicatrice
 c) l'ordine d'acquisto (OdA) e la richiesta d'offerta (RdO)
 d) Le soglie sono al netto dell'imposta del valore aggiunto
 "
277,"Le stazioni appaltanti , ai sensi dell'art.59 comma 1 del D.Lgs. 36/2023, possono concludere accordi quadro di durata non superiore :",d,"a) affidamento diretto per lavori di importo inferiore a 150.000 euro, anche senza consultazione di più operatori economici
 b) dal responsabile dell'unità organizzativa competente per l'intervento
 c) nel limite del 50 per cento, le risorse appositamente accantonate per imprevisti nel quadro economico di ogni intervento, fatte salve le somme relative agli impegni contrattuali già assunti
 d) a quattro anni, salvo casi eccezionali debitamente motivati
 "
278,Le stazioni appaltanti individuano gli elementi essenziali del contratto:,a,"a) Prima dell'avvio delle procedure di affidamento
 b) è determinato in base al valore stimato più elevato tra quelli dei rispettivi servizi o forniture
 c) nel contratto con il quale l'appaltatore affida a terzi l'esecuzione di parte delle prestazioni o lavorazioni oggetto del contratto di appalto
 d) La procedura negoziata, la procedura ristretta e la procedura aperta
 "
279,Le stazioni appaltanti possono ricorrere ad una centrale di committenza ubicata in altro Stato membro dell'Unione europea?,c,"a) linee guida, bandi-tipo, capitolati-tipo, contratti-tipo ed altri strumenti di regolazione flessibile, comunque denominati
 b) verifica esclusivamente il possesso da parte dell'aggiudicatario dei requisiti economici e finanziari e tecnico-professionali
 c) Sì, solo per le attività di centralizzazione delle committenze svolte nella forma di acquisizione centralizzata di forniture e/o servizi a stazioni appaltanti
 d) Si, purché confermino che le informazioni ivi contenute sono ancore valide
 "
280,"Le stazioni appaltanti, ai sensi dell'art. 15 comma 6 del D.Lgs. 36/2023, possono istituire una struttura di supporto al RUP e destinare risorse finanziarie per l'affidamento diretto da parte del RUP di incarichi di assistenza al medesimo, non superiori a quale percentuale rispetto alla base d'asta?",c,"a) Sì, Su richiesta del RUP
 b) pubblicano un avviso di indizione di gara precisando che si tratta di un sistema dinamico di acquisizione
 c) 1%
 d) per la procedura ristretta
 "
281,L'efficacia della nomina dei Punti Istruttori cessa:,d,"a) è effettuata dopo la scadenza del termine fissato per la presentazione delle offerte
 b) il programma biennale degli acquisti di beni e servizi e il programma triennale dei lavori pubblici, nonché i relativi aggiornamenti annuali
 c) sull'aggiudicatario e sul concorrente che lo segue in graduatoria
 d) al cessare della Abilitazione del Soggetto Aggiudicatore che l'ha nominato
 "
282,L'esecuzione del contratto è controllata:,d,"a) limitata e determinata nel bando di gara dall'amministrazione aggiudicatrice o dall'ente aggiudicatore in funzione dei lavori o servizi richiesti al concessionario
 b) Un elemento essenziale del contratto se previsto dalla legge a pena di nullita'
 c) Un processo per fasi successive basato su un dispositivo elettronico di presentazione di nuovi prezzi modificati al ribasso o di nuovi valori riguardanti taluni elementi delle offerte, che interviene dopo una prima valutazione completa delle offerte permettendo che la loro classificazione possa essere effettuata sulla base di un trattamento automatico
 d) dal responsabile unico del procedimento, congiuntamente al direttore dei lavori, per i lavori, o dal direttore dell'esecuzione del contratto, per i servizi e le forniture
 "
283,L'esecuzione del contratto:,b,"a) limitata e determinata nel bando di gara dall'amministrazione aggiudicatrice o dall'ente aggiudicatore in funzione dei lavori o servizi richiesti al concessionario
 b) può avere inizio solo dopo che lo stesso è divenuto efficace, salvo che, in casi di urgenza, la stazione appaltante ne chieda l'esecuzione anticipata, nei modi e alle condizioni previste al co. 8 del citato articolo
 c) Un elemento essenziale del contratto se previsto dalla legge a pena di nullita'
 d) qualsiasi operatore economico interessato può presentare un'offerta in risposta a un avviso di indizione di gara
 "
284,L'importanza della programmazione per l'acquisizione di beni e servizi è stata definitivamente riconosciuta:,c,"a) linee guida, bandi-tipo, capitolati-tipo, contratti-tipo ed altri strumenti di regolazione flessibile, comunque denominati
 b) verifica esclusivamente il possesso da parte dell'aggiudicatario dei requisiti economici e finanziari e tecnico-professionali
 c) dal D.Lgs.vo 50/2016
 d) è effettuata dopo la scadenza del termine fissato per la presentazione delle offerte
 "
285,L'importo a base di gara:,b,"a) limitata e determinata nel bando di gara dall'amministrazione aggiudicatrice o dall'ente aggiudicatore in funzione dei lavori o servizi richiesti al concessionario
 b) rileva per il calcolo della cauzione provvisoria
 c) alla natura, all'oggetto e alle caratteristiche del contratto
 d) prescindendo dalle rispettive quote e tale calcolo comprende il valore delle operazioni di posa e di installazione
 "
286,L'incompletezza del DGUE presentato da un concorrente può essere sanata mediante il soccorso istruttorio?,d,"a) A una commissione giudicatrice
 b) Si, è vincolante per il periodo indicato nel bando o nell'invito e, in caso di mancata indicazione, per centottanta giorni dalla scadenza del termine per la sua presentazione
 c) Procedura ristretta
 d) Si, sempre
 "
287,"L'offerta è corredata da una garanzia fideiussoria, denominata ""garanzia provvisoria"" pari:",a,"a) Al 2% del prezzo base indicato nel bando o nell'invito, sotto forma di cauzione o di fideiussione, a scelta dell'offerente
 b) è soggetta ad approvazione dell'organo competente secondo l'ordinamento della stazione appaltante e nel rispetto dei termini dallo stesso previsti
 c) in una procedura di affidamento alla quale ogni operatore economico può chiedere di partecipare e in cui possono presentare un'offerta soltanto gli operatori economici invitati dalle stazioni appaltanti
 d) Può stabilire che non si proceda all'aggiudicazione, soltanto, tuttavia, qualora di tale facoltà sia stata data indicazione espressa nel bando di gara o nella lettera d'invito
 "
288,L'offerta presentata in fase di gara è vincolante per il concorrente?,b,"a) Il criterio del prezzo più basso ovvero il criterio della offerta economicamente più vantaggiosa
 b) Si, è vincolante per il periodo indicato nel bando o nell'invito e, in caso di mancata indicazione, per centottanta giorni dalla scadenza del termine per la sua presentazione
 c) Procedure aperte (D.lgs. 36/2023 e s.m.i.)
 d) è soggetta ad approvazione dell'organo competente secondo l'ordinamento della stazione appaltante e nel rispetto dei termini dallo stesso previsti
 "
289,"L'operatore economico che intende partecipare ad una procedura per l'aggiudicazione di un appalto utilizza la piattaforma di approvvigionamento digitale messa a disposizione dalla stazione appaltante per compilare quali atti ai sensi dell'art. 91, comma 1, del D.Lgs.36/2023?",d,"a) nelle procedure ristrette, nel dialogo competitivo, nei partenariati per l'innovazione, nelle procedure competitive con negoziazione
 b) Determinazione a contrarre, pubblicazione del bando, presentazione delle offerte, valutazione delle offerte, aggiudicazione, stipula del contratto, esecuzione della prestazione
 c) manutenzione ordinaria
 d) La domanda di partecipazione; il documento di gara unico europeo; l'offerta; ogni altro documento richiesto per la partecipazione alla procedura di gara
 "
